query_id	Q0	doc_id	rank	score	tag
277 Q0 14376683 0 0.40100 tag_277_14376683
278 Q0 14376683 0 0.39790 tag_278_14376683
280 Q0 25001628 0 0.67151 tag_280_25001628
281 Q0 17708753 0 0.25305 tag_281_17708753
283 Q0 1974176 0 0.73905 tag_283_1974176
285 Q0 5548081 0 0.31322 tag_285_5548081
286 Q0 4405194 0 0.35848 tag_286_4405194
287 Q0 4405194 0 0.31402 tag_287_4405194
290 Q0 45461275 0 0.27326 tag_290_45461275
292 Q0 45461275 0 0.36105 tag_292_45461275
293 Q0 10086360 0 0.23660 tag_293_10086360
296 Q0 7622767 0 0.42287 tag_296_7622767
299 Q0 10698739 0 0.33143 tag_299_10698739
301 Q0 7968532 0 0.24378 tag_301_7968532
304 Q0 12149169 0 0.55645 tag_304_12149169
305 Q0 12149169 0 0.55645 tag_305_12149169
306 Q0 9169645 0 0.44023 tag_306_9169645
308 Q0 18938992 0 0.15269 tag_308_18938992
309 Q0 9169645 0 0.49830 tag_309_9169645
310 Q0 15966318 0 0.17211 tag_310_15966318
313 Q0 17447653 0 0.17807 tag_313_17447653
315 Q0 11903247 0 0.37830 tag_315_11903247
316 Q0 20732789 0 0.65652 tag_316_20732789
317 Q0 30058568 0 0.44583 tag_317_30058568
323 Q0 4658268 0 0.29339 tag_323_4658268
325 Q0 21295300 0 0.48288 tag_325_21295300
326 Q0 21295300 0 0.48887 tag_326_21295300
330 Q0 18276599 0 0.40878 tag_330_18276599
331 Q0 18276599 0 0.52636 tag_331_18276599
332 Q0 29023309 0 0.67397 tag_332_29023309
333 Q0 29023309 0 0.68149 tag_333_29023309
334 Q0 25079962 0 0.46550 tag_334_25079962
335 Q0 1780819 0 0.41005 tag_335_1780819
336 Q0 3716075 0 0.29126 tag_336_3716075
337 Q0 3716075 0 0.29277 tag_337_3716075
339 Q0 23349986 0 0.63978 tag_339_23349986
340 Q0 7098463 0 0.41260 tag_340_7098463
341 Q0 7098463 0 0.41260 tag_341_7098463
342 Q0 23783727 0 0.31468 tag_342_23783727
345 Q0 9641846 0 0.40845 tag_345_9641846
346 Q0 11902109 0 0.39141 tag_346_11902109
347 Q0 11902109 0 0.37846 tag_347_11902109
349 Q0 34198460 0 0.34348 tag_349_34198460
351 Q0 39048693 0 0.33074 tag_351_39048693
352 Q0 39048693 0 0.29520 tag_352_39048693
355 Q0 38380061 0 0.31746 tag_355_38380061
356 Q0 6144337 0 0.26900 tag_356_6144337
357 Q0 18111172 0 0.28396 tag_357_18111172
358 Q0 18111172 0 0.28396 tag_358_18111172
361 Q0 15058155 0 0.28396 tag_361_15058155
363 Q0 7165938 0 0.27185 tag_363_7165938
364 Q0 17814815 0 0.44847 tag_364_17814815
365 Q0 26019505 0 0.17730 tag_365_26019505
366 Q0 13956305 0 0.59566 tag_366_13956305
367 Q0 25612629 0 0.61612 tag_367_25612629
368 Q0 25612629 0 0.62330 tag_368_25612629
369 Q0 4423327 0 0.44628 tag_369_4423327
370 Q0 7399084 0 0.44045 tag_370_7399084
371 Q0 7399084 0 0.44045 tag_371_7399084
372 Q0 24922825 0 0.39695 tag_372_24922825
375 Q0 797114 0 0.41002 tag_375_797114
376 Q0 17433284 0 0.38975 tag_376_17433284
377 Q0 14180565 0 0.39981 tag_377_14180565
378 Q0 17150648 0 0.34111 tag_378_17150648
379 Q0 2248870 0 0.32529 tag_379_2248870
381 Q0 18340282 0 0.40810 tag_381_18340282
382 Q0 35543846 0 0.37919 tag_382_35543846
383 Q0 51972698 0 0.56193 tag_383_51972698
389 Q0 1148122 0 0.55118 tag_389_1148122
390 Q0 1148122 0 0.55118 tag_390_1148122
391 Q0 1148122 0 0.55118 tag_391_1148122
392 Q0 1148122 0 0.49061 tag_392_1148122
393 Q0 1148122 0 0.54420 tag_393_1148122
394 Q0 70455704 0 0.60988 tag_394_70455704
396 Q0 154796494 0 0.35853 tag_396_154796494
397 Q0 154796494 0 0.35556 tag_397_154796494
398 Q0 20261352 0 0.28506 tag_398_20261352
400 Q0 791050 0 0.58122 tag_400_791050
401 Q0 14711483 0 0.21751 tag_401_14711483
403 Q0 27437459 0 0.33066 tag_403_27437459
404 Q0 27437459 0 0.28947 tag_404_27437459
406 Q0 10795340 0 0.35874 tag_406_10795340
407 Q0 8411251 0 0.59018 tag_407_8411251
413 Q0 20937018 0 0.38402 tag_413_20937018
414 Q0 20937018 0 0.63497 tag_414_20937018
416 Q0 20937018 0 0.31148 tag_416_20937018
417 Q0 20937018 0 0.28793 tag_417_20937018
418 Q0 16494316 0 0.51495 tag_418_16494316
420 Q0 9315213 0 0.44130 tag_420_9315213
422 Q0 35004872 0 0.16353 tag_422_35004872
423 Q0 19278208 0 0.47612 tag_423_19278208
425 Q0 1606628 0 0.34219 tag_425_1606628
426 Q0 9169645 0 0.26100 tag_426_9169645
428 Q0 29429111 0 0.24259 tag_428_29429111
429 Q0 14464451 0 0.25408 tag_429_14464451
430 Q0 19922508 0 0.49050 tag_430_19922508
432 Q0 8002887 0 0.57916 tag_432_8002887
434 Q0 21320417 0 0.47702 tag_434_21320417
435 Q0 21320417 0 0.47543 tag_435_21320417
441 Q0 25726838 0 0.60570 tag_441_25726838
444 Q0 7583161 0 0.46007 tag_444_7583161
445 Q0 7583161 0 0.47340 tag_445_7583161
447 Q0 2052720 0 0.74014 tag_447_2052720
448 Q0 2052720 0 0.74732 tag_448_2052720
449 Q0 8447873 0 0.62249 tag_449_8447873
453 Q0 4200695 0 0.60207 tag_453_4200695
454 Q0 4200695 0 0.56883 tag_454_4200695
455 Q0 20585600 0 0.48259 tag_455_20585600
456 Q0 30507607 0 0.50726 tag_456_30507607
458 Q0 597790 0 0.54889 tag_458_597790
461 Q0 15578265 0 0.32205 tag_461_15578265
463 Q0 23639838 0 0.36762 tag_463_23639838
466 Q0 22544171 0 0.54690 tag_466_22544171
469 Q0 15889329 0 0.42935 tag_469_15889329
470 Q0 12685434 0 0.49440 tag_470_12685434
472 Q0 40996863 0 0.44999 tag_472_40996863
473 Q0 7177329 0 0.50952 tag_473_7177329
474 Q0 7177329 0 0.42994 tag_474_7177329
479 Q0 6325527 0 0.53047 tag_479_6325527
480 Q0 6325527 0 0.51874 tag_480_6325527
481 Q0 368506 0 0.55887 tag_481_368506
482 Q0 10991183 0 0.50470 tag_482_10991183
483 Q0 22049489 0 0.54011 tag_483_22049489
484 Q0 20630805 0 0.43614 tag_484_20630805
485 Q0 14637235 0 0.34265 tag_485_14637235
486 Q0 20630805 0 0.42018 tag_486_20630805
487 Q0 14637235 0 0.32844 tag_487_14637235
488 Q0 1780819 0 0.56153 tag_488_1780819
489 Q0 22495397 0 0.53835 tag_489_22495397
490 Q0 56893404 0 0.52165 tag_490_56893404
492 Q0 92499 0 0.78853 tag_492_92499
493 Q0 6718824 0 0.25620 tag_493_6718824
494 Q0 34054472 0 0.36874 tag_494_34054472
495 Q0 44562058 0 0.34235 tag_495_44562058
498 Q0 44562058 0 0.28665 tag_498_44562058
499 Q0 26064662 0 0.48888 tag_499_26064662
500 Q0 24510595 0 0.54025 tag_500_24510595
504 Q0 38401028 0 0.54664 tag_504_38401028
505 Q0 22703082 0 0.41203 tag_505_22703082
506 Q0 21439293 0 0.27076 tag_506_21439293
509 Q0 25516011 0 0.30953 tag_509_25516011
515 Q0 29564505 0 0.59179 tag_515_29564505
523 Q0 6793674 0 0.26382 tag_523_6793674
524 Q0 6793674 0 0.26788 tag_524_6793674
526 Q0 1617327 0 0.31933 tag_526_1617327
529 Q0 3360421 0 0.43221 tag_529_3360421
530 Q0 3360421 0 0.35835 tag_530_3360421
531 Q0 3360421 0 0.38199 tag_531_3360421
537 Q0 7157436 0 0.17314 tag_537_7157436
541 Q0 17150648 0 0.31892 tag_541_17150648
542 Q0 41337677 0 0.54235 tag_542_41337677
545 Q0 32556431 0 0.32632 tag_545_32556431
547 Q0 36444198 0 0.55834 tag_547_36444198
548 Q0 6070278 0 0.29790 tag_548_6070278
550 Q0 20220731 0 0.47235 tag_550_20220731
553 Q0 27772649 0 0.52630 tag_553_27772649
555 Q0 14692646 0 0.25809 tag_555_14692646
557 Q0 797114 0 0.27242 tag_557_797114
559 Q0 7343711 0 0.27009 tag_559_7343711
562 Q0 20101846 0 0.52288 tag_562_20101846
563 Q0 2867345 0 0.58877 tag_563_2867345
564 Q0 2867345 0 0.59801 tag_564_2867345
565 Q0 16120395 0 0.64402 tag_565_16120395
566 Q0 16120395 0 0.64638 tag_566_16120395
568 Q0 4462419 0 0.44716 tag_568_4462419
570 Q0 20333864 0 0.77333 tag_570_20333864
571 Q0 20333864 0 0.74169 tag_571_20333864
572 Q0 72159 0 0.42935 tag_572_72159
573 Q0 10300888 0 0.27097 tag_573_10300888
574 Q0 10300888 0 0.23696 tag_574_10300888
576 Q0 4468861 0 0.46544 tag_576_4468861
579 Q0 20945963 0 0.49140 tag_579_20945963
580 Q0 1336292 0 0.45218 tag_580_1336292
582 Q0 14260013 0 0.36101 tag_582_14260013
584 Q0 14260013 0 0.37988 tag_584_14260013
585 Q0 42291761 0 0.32482 tag_585_42291761
588 Q0 2296264 0 0.30723 tag_588_2296264
590 Q0 10984005 0 0.67322 tag_590_10984005
591 Q0 14682243 0 0.75642 tag_591_14682243
592 Q0 14682243 0 0.75642 tag_592_14682243
594 Q0 19675911 0 0.68383 tag_594_19675911
595 Q0 4824840 0 0.40813 tag_595_4824840
600 Q0 12258338 0 0.57369 tag_600_12258338
601 Q0 12258338 0 0.58328 tag_601_12258338
602 Q0 11903247 0 0.38517 tag_602_11903247
603 Q0 7757997 0 0.41994 tag_603_7757997
606 Q0 20732789 0 0.66280 tag_606_20732789
607 Q0 30058568 0 0.45146 tag_607_30058568
609 Q0 21439293 0 0.31592 tag_609_21439293
610 Q0 21439293 0 0.37386 tag_610_21439293
611 Q0 32408470 0 0.36466 tag_611_32408470
612 Q0 9638032 0 0.47642 tag_612_9638032
614 Q0 9638032 0 0.56999 tag_614_9638032
615 Q0 9638032 0 0.53403 tag_615_9638032
616 Q0 17911973 0 0.44029 tag_616_17911973
617 Q0 17911973 0 0.45111 tag_617_17911973
618 Q0 24541180 0 0.19450 tag_618_24541180
620 Q0 21258863 0 0.31895 tag_620_21258863
621 Q0 1642727 0 0.42538 tag_621_1642727
622 Q0 22843838 0 0.47541 tag_622_22843838
624 Q0 20033112 0 0.42856 tag_624_20033112
625 Q0 14198646 0 0.28078 tag_625_14198646
626 Q0 16355392 0 0.60481 tag_626_16355392
631 Q0 25726838 0 0.42240 tag_631_25726838
632 Q0 5172048 0 0.31226 tag_632_5172048
633 Q0 9507605 0 0.34454 tag_633_9507605
635 Q0 1686997 0 0.48038 tag_635_1686997
638 Q0 31019903 0 0.47114 tag_638_31019903
640 Q0 6503185 0 0.37411 tag_640_6503185
642 Q0 120626 0 0.32744 tag_642_120626
643 Q0 2481032 0 0.26123 tag_643_2481032
645 Q0 11705328 0 0.63062 tag_645_11705328
646 Q0 11705328 0 0.62657 tag_646_11705328
647 Q0 42095718 0 0.16854 tag_647_42095718
648 Q0 42095718 0 0.18474 tag_648_42095718
650 Q0 12789595 0 0.28539 tag_650_12789595
651 Q0 30437264 0 0.36904 tag_651_30437264
652 Q0 30437264 0 0.39167 tag_652_30437264
653 Q0 21372171 0 0.55404 tag_653_21372171
654 Q0 6961811 0 0.34171 tag_654_6961811
655 Q0 6961811 0 0.33195 tag_655_6961811
657 Q0 8533245 0 0.24049 tag_657_8533245
658 Q0 5293024 0 0.52445 tag_658_5293024
661 Q0 37204802 0 0.41880 tag_661_37204802
662 Q0 37204802 0 0.36677 tag_662_37204802
663 Q0 8446259 0 0.38571 tag_663_8446259
665 Q0 12580014 0 0.47281 tag_665_12580014
666 Q0 1070920 0 0.25779 tag_666_1070920
667 Q0 6493422 0 0.41575 tag_667_6493422
668 Q0 6493422 0 0.40072 tag_668_6493422
669 Q0 6493422 0 0.39766 tag_669_6493422
670 Q0 5573975 0 0.32785 tag_670_5573975
671 Q0 5573975 0 0.47348 tag_671_5573975
672 Q0 12315072 0 0.31654 tag_672_12315072
673 Q0 9814332 0 0.57044 tag_673_9814332
676 Q0 11250124 0 0.34205 tag_676_11250124
677 Q0 11250124 0 0.34836 tag_677_11250124
679 Q0 4393153 0 0.32805 tag_679_4393153
680 Q0 14823313 0 0.35514 tag_680_14823313
681 Q0 17421851 0 0.63132 tag_681_17421851
682 Q0 4414481 0 0.41819 tag_682_4414481
683 Q0 17421851 0 0.54766 tag_683_17421851
685 Q0 34747208 0 0.52980 tag_685_34747208
686 Q0 797114 0 0.37185 tag_686_797114
687 Q0 34747208 0 0.44283 tag_687_34747208
688 Q0 34747208 0 0.52593 tag_688_34747208
689 Q0 3863543 0 0.29557 tag_689_3863543
694 Q0 1071991 0 0.54030 tag_694_1071991
696 Q0 4423401 0 0.22531 tag_696_4423401
698 Q0 22544171 0 0.53748 tag_698_22544171
703 Q0 38675228 0 0.42580 tag_703_38675228
704 Q0 18276599 0 0.58109 tag_704_18276599
705 Q0 23388442 0 0.28785 tag_705_23388442
709 Q0 22442133 0 0.34320 tag_709_22442133
710 Q0 23388442 0 0.29023 tag_710_23388442
713 Q0 28598374 0 0.31065 tag_713_28598374
714 Q0 2000038 0 0.23549 tag_714_2000038
717 Q0 18895793 0 0.39954 tag_717_18895793
724 Q0 5531479 0 0.70461 tag_724_5531479
726 Q0 36444198 0 0.49194 tag_726_36444198
730 Q0 8548635 0 0.51333 tag_730_8548635
732 Q0 33634749 0 0.44764 tag_732_33634749
733 Q0 33634749 0 0.44764 tag_733_33634749
734 Q0 4961038 0 0.55877 tag_734_4961038
736 Q0 22972632 0 0.42798 tag_736_22972632
737 Q0 4417558 0 0.67066 tag_737_4417558
738 Q0 4417558 0 0.68027 tag_738_4417558
739 Q0 2991954 0 0.40589 tag_739_2991954
740 Q0 83308790 0 0.44419 tag_740_83308790
745 Q0 11291348 0 0.62499 tag_745_11291348
746 Q0 11291348 0 0.63388 tag_746_11291348
747 Q0 11291348 0 0.55076 tag_747_11291348
748 Q0 11291348 0 0.55696 tag_748_11291348
749 Q0 28006126 0 0.33459 tag_749_28006126
751 Q0 3588621 0 0.37824 tag_751_3588621
752 Q0 17209919 0 0.44026 tag_752_17209919
753 Q0 19824183 0 0.29706 tag_753_19824183
755 Q0 42279414 0 0.32392 tag_755_42279414
757 Q0 17123657 0 0.41245 tag_757_17123657
758 Q0 27815697 0 0.36434 tag_758_27815697
760 Q0 1805641 0 0.38369 tag_760_1805641
761 Q0 36637129 0 0.35153 tag_761_36637129
762 Q0 20188586 0 0.37232 tag_762_20188586
764 Q0 4345757 0 0.36251 tag_764_4345757
765 Q0 4345757 0 0.31632 tag_765_4345757
766 Q0 4345757 0 0.22561 tag_766_4345757
767 Q0 5558754 0 0.33377 tag_767_5558754
771 Q0 7165938 0 0.26792 tag_771_7165938
772 Q0 24922825 0 0.42818 tag_772_24922825
774 Q0 16167746 0 0.22856 tag_774_16167746
776 Q0 15535511 0 0.23378 tag_776_15535511
777 Q0 15535511 0 0.24228 tag_777_15535511
778 Q0 120626 0 0.51097 tag_778_120626
779 Q0 120626 0 0.48853 tag_779_120626
780 Q0 40632104 0 0.67810 tag_780_40632104
782 Q0 39084565 0 0.63661 tag_782_39084565
787 Q0 4740447 0 0.22980 tag_787_4740447
788 Q0 4740447 0 0.26302 tag_788_4740447
789 Q0 15493354 0 0.45885 tag_789_15493354
790 Q0 15493354 0 0.43274 tag_790_15493354
791 Q0 14566771 0 0.67192 tag_791_14566771
792 Q0 3610080 0 0.71799 tag_792_3610080
795 Q0 8425533 0 0.40035 tag_795_8425533
797 Q0 8425533 0 0.36515 tag_797_8425533
798 Q0 13780287 0 0.29342 tag_798_13780287
799 Q0 5293024 0 0.56027 tag_799_5293024
801 Q0 22180793 0 0.50764 tag_801_22180793
802 Q0 36642096 0 0.37708 tag_802_36642096
803 Q0 22180793 0 0.56737 tag_803_22180793
804 Q0 36642096 0 0.49837 tag_804_36642096
807 Q0 36606083 0 0.27516 tag_807_36606083
810 Q0 25041967 0 0.40409 tag_810_25041967
812 Q0 19799455 0 0.39684 tag_812_19799455
813 Q0 21307488 0 0.32559 tag_813_21307488
815 Q0 9478135 0 0.34245 tag_815_9478135
816 Q0 9478135 0 0.27396 tag_816_9478135
817 Q0 17814815 0 0.32477 tag_817_17814815
818 Q0 17814815 0 0.28359 tag_818_17814815
822 Q0 15319019 0 0.36138 tag_822_15319019
825 Q0 15319019 0 0.36335 tag_825_15319019
826 Q0 4700428 0 0.42434 tag_826_4700428
828 Q0 4700428 0 0.56351 tag_828_4700428
835 Q0 1780819 0 0.66113 tag_835_1780819
838 Q0 2423940 0 0.52844 tag_838_2423940
840 Q0 5567005 0 0.24911 tag_840_5567005
841 Q0 2138843 0 0.23511 tag_841_2138843
844 Q0 17741440 0 0.48656 tag_844_17741440
846 Q0 9225850 0 0.44150 tag_846_9225850
848 Q0 14500725 0 0.39221 tag_848_14500725
853 Q0 24922825 0 0.33575 tag_853_24922825
854 Q0 12206390 0 0.40546 tag_854_12206390
855 Q0 8190282 0 0.45391 tag_855_8190282
856 Q0 22482820 0 0.12582 tag_856_22482820
857 Q0 20428155 0 0.14974 tag_857_20428155
858 Q0 21363424 0 0.18636 tag_858_21363424
860 Q0 16066726 0 0.63970 tag_860_16066726
861 Q0 16066726 0 0.63401 tag_861_16066726
863 Q0 16361581 0 0.62259 tag_863_16361581
866 Q0 4457834 0 0.47463 tag_866_4457834
867 Q0 14340571 0 0.58232 tag_867_14340571
871 Q0 37029185 0 0.33860 tag_871_37029185
876 Q0 37029185 0 0.29690 tag_876_37029185
877 Q0 3095620 0 0.26317 tag_877_3095620
881 Q0 6327940 0 0.45643 tag_881_6327940
883 Q0 6327940 0 0.45643 tag_883_6327940
884 Q0 12709184 0 0.35606 tag_884_12709184
885 Q0 6477536 0 0.50981 tag_885_6477536
886 Q0 6477536 0 0.50981 tag_886_6477536
890 Q0 3716075 0 0.30301 tag_890_3716075
891 Q0 3716075 0 0.30472 tag_891_3716075
893 Q0 13509809 0 0.79932 tag_893_13509809
894 Q0 1044552 0 0.34352 tag_894_1044552
895 Q0 36653415 0 0.28587 tag_895_36653415
896 Q0 18988265 0 0.42075 tag_896_18988265
897 Q0 23389795 0 0.26958 tag_897_23389795
898 Q0 41337677 0 0.58033 tag_898_41337677
899 Q0 41337677 0 0.56399 tag_899_41337677
900 Q0 33912020 0 0.30991 tag_900_33912020
901 Q0 7757997 0 0.54892 tag_901_7757997
902 Q0 36444198 0 0.62828 tag_902_36444198
908 Q0 6923961 0 0.54103 tag_908_6923961
909 Q0 6625693 0 0.33743 tag_909_6625693
910 Q0 6153754 0 0.29388 tag_910_6153754
912 Q0 11254556 0 0.31287 tag_912_11254556
916 Q0 463309 0 0.34660 tag_916_463309
917 Q0 34071621 0 0.78757 tag_917_34071621
919 Q0 7639744 0 0.48570 tag_919_7639744
923 Q0 17077004 0 0.63623 tag_923_17077004
925 Q0 17077004 0 0.67252 tag_925_17077004
926 Q0 19464037 0 0.29091 tag_926_19464037
927 Q0 19464037 0 0.29091 tag_927_19464037
928 Q0 18174210 0 0.52030 tag_928_18174210
929 Q0 18174210 0 0.53344 tag_929_18174210
930 Q0 16056514 0 0.53695 tag_930_16056514
933 Q0 14711483 0 0.42987 tag_933_14711483
934 Q0 8563659 0 0.32701 tag_934_8563659
935 Q0 23100962 0 0.25841 tag_935_23100962
938 Q0 6421792 0 0.42257 tag_938_6421792
