query_id	Q0	doc_id	rank	score	tag
123 Q0 7111021 0 0.47776 tag_123_7111021
126 Q0 21323587 0 0.42991 tag_126_21323587
134 Q0 35087728 0 0.38546 tag_134_35087728
138 Q0 26016929 0 0.32155 tag_138_26016929
139 Q0 13889430 0 0.29789 tag_139_13889430
144 Q0 10582939 0 0.66483 tag_144_10582939
149 Q0 6227220 0 0.42865 tag_149_6227220
152 Q0 3230361 0 0.26789 tag_152_3230361
153 Q0 9929089 0 0.39296 tag_153_9929089
154 Q0 9929089 0 0.40161 tag_154_9929089
155 Q0 10450725 0 0.34571 tag_155_10450725
156 Q0 10450725 0 0.45958 tag_156_10450725
157 Q0 2679511 0 0.45886 tag_157_2679511
159 Q0 9394119 0 0.62429 tag_159_9394119
160 Q0 3078080 0 0.34757 tag_160_3078080
161 Q0 7688110 0 0.58713 tag_161_7688110
164 Q0 43220289 0 0.43220 tag_164_43220289
165 Q0 43220289 0 0.39613 tag_165_43220289
166 Q0 18872233 0 0.53640 tag_166_18872233
167 Q0 18872233 0 0.54760 tag_167_18872233
168 Q0 43220289 0 0.47340 tag_168_43220289
169 Q0 43220289 0 0.42712 tag_169_43220289
172 Q0 12670680 0 0.55437 tag_172_12670680
173 Q0 20725212 0 0.70889 tag_173_20725212
174 Q0 5377059 0 0.34232 tag_174_5377059
175 Q0 5377059 0 0.35375 tag_175_5377059
176 Q0 25510546 0 0.65275 tag_176_25510546
177 Q0 9669099 0 0.59835 tag_177_9669099
178 Q0 778436 0 0.53877 tag_178_778436
181 Q0 16966326 0 0.34200 tag_181_16966326
182 Q0 6374918 0 0.45157 tag_182_6374918
184 Q0 10078024 0 0.36128 tag_184_10078024
186 Q0 17374970 0 0.31018 tag_186_17374970
187 Q0 17374970 0 0.31018 tag_187_17374970
189 Q0 7177329 0 0.48686 tag_189_7177329
196 Q0 19313533 0 0.43078 tag_196_19313533
197 Q0 327319 0 0.54328 tag_197_327319
199 Q0 5839365 0 0.60128 tag_199_5839365
200 Q0 18231807 0 0.42892 tag_200_18231807
201 Q0 2462673 0 0.37933 tag_201_2462673
203 Q0 9558539 0 0.81932 tag_203_9558539
204 Q0 15153602 0 0.34877 tag_204_15153602
205 Q0 1840993 0 0.41995 tag_205_1840993
209 Q0 25510546 0 0.65275 tag_209_25510546
210 Q0 13794374 0 0.80544 tag_210_13794374
211 Q0 13794374 0 0.38902 tag_211_13794374
214 Q0 27054878 0 0.40949 tag_214_27054878
220 Q0 19205437 0 0.58430 tag_220_19205437
221 Q0 52865789 0 0.38999 tag_221_52865789
222 Q0 52865789 0 0.38999 tag_222_52865789
223 Q0 14149065 0 0.29660 tag_223_14149065
224 Q0 952111 0 0.94231 tag_224_952111
225 Q0 952111 0 0.65681 tag_225_952111
226 Q0 952111 0 0.69492 tag_226_952111
227 Q0 40710501 0 0.37272 tag_227_40710501
228 Q0 4928057 0 0.43427 tag_228_4928057
229 Q0 8892905 0 0.40034 tag_229_8892905
235 Q0 4388470 0 0.37371 tag_235_4388470
241 Q0 11414664 0 0.34788 tag_241_11414664
242 Q0 11414664 0 0.33677 tag_242_11414664
243 Q0 8759633 0 0.33948 tag_243_8759633
244 Q0 21498497 0 0.41140 tag_244_21498497
245 Q0 3430789 0 0.68444 tag_245_3430789
246 Q0 3430789 0 0.61514 tag_246_3430789
247 Q0 13578199 0 0.36650 tag_247_13578199
250 Q0 1568684 0 0.76727 tag_250_1568684
251 Q0 1568684 0 0.85949 tag_251_1568684
253 Q0 8595678 0 0.36569 tag_253_8595678
254 Q0 8595678 0 0.36569 tag_254_8595678
255 Q0 4828631 0 0.29069 tag_255_4828631
256 Q0 11880289 0 0.28745 tag_256_11880289
258 Q0 13223806 0 0.34989 tag_258_13223806
259 Q0 20261352 0 0.36707 tag_259_20261352
262 Q0 8512633 0 0.30577 tag_262_8512633
263 Q0 30041340 0 0.40242 tag_263_30041340
264 Q0 30041340 0 0.38154 tag_264_30041340
265 Q0 2033917 0 0.49949 tag_265_2033917
266 Q0 11414664 0 0.33217 tag_266_11414664
267 Q0 5912283 0 0.56026 tag_267_5912283
272 Q0 11614737 0 0.51722 tag_272_11614737
277 Q0 14376683 0 0.47789 tag_277_14376683
278 Q0 14376683 0 0.52893 tag_278_14376683
280 Q0 44387884 0 0.32985 tag_280_44387884
281 Q0 3052213 0 0.39999 tag_281_3052213
283 Q0 1974176 0 0.68310 tag_283_1974176
285 Q0 41024260 0 0.28111 tag_285_41024260
286 Q0 24731248 0 0.34269 tag_286_24731248
287 Q0 24731248 0 0.30098 tag_287_24731248
290 Q0 15048300 0 0.54959 tag_290_15048300
292 Q0 15048300 0 0.23020 tag_292_15048300
293 Q0 13613916 0 0.46865 tag_293_13613916
296 Q0 7622767 0 0.28200 tag_296_7622767
299 Q0 19974105 0 0.36388 tag_299_19974105
301 Q0 8065561 0 0.39749 tag_301_8065561
304 Q0 25175223 0 0.40183 tag_304_25175223
305 Q0 25175223 0 0.40183 tag_305_25175223
306 Q0 28697248 0 0.44729 tag_306_28697248
308 Q0 18938992 0 0.60543 tag_308_18938992
309 Q0 28697248 0 0.51125 tag_309_28697248
310 Q0 14464451 0 0.46186 tag_310_14464451
313 Q0 14464451 0 0.42259 tag_313_14464451
315 Q0 10463997 0 0.31572 tag_315_10463997
316 Q0 24347647 0 0.29614 tag_316_24347647
317 Q0 30639847 0 0.36718 tag_317_30639847
323 Q0 11915280 0 0.36666 tag_323_11915280
325 Q0 24144677 0 0.26912 tag_325_24144677
326 Q0 40349336 0 0.38659 tag_326_40349336
330 Q0 2158516 0 0.58808 tag_330_2158516
331 Q0 2158516 0 0.45942 tag_331_2158516
332 Q0 29023309 0 0.57034 tag_332_29023309
333 Q0 29023309 0 0.57889 tag_333_29023309
334 Q0 23100962 0 0.38800 tag_334_23100962
335 Q0 7451018 0 0.33822 tag_335_7451018
336 Q0 4561402 0 0.39127 tag_336_4561402
337 Q0 42387637 0 0.24162 tag_337_42387637
339 Q0 23349986 0 0.63093 tag_339_23349986
340 Q0 7098463 0 0.50077 tag_340_7098463
341 Q0 7098463 0 0.50077 tag_341_7098463
342 Q0 29253460 0 0.45026 tag_342_29253460
345 Q0 5254463 0 0.40435 tag_345_5254463
346 Q0 4394817 0 0.44670 tag_346_4394817
347 Q0 14386505 0 0.40014 tag_347_14386505
349 Q0 13497630 0 0.49825 tag_349_13497630
351 Q0 6128334 0 0.31401 tag_351_6128334
352 Q0 6128334 0 0.28506 tag_352_6128334
355 Q0 38380061 0 0.54977 tag_355_38380061
356 Q0 6144337 0 0.47047 tag_356_6144337
357 Q0 22937815 0 0.45794 tag_357_22937815
358 Q0 22937815 0 0.45794 tag_358_22937815
361 Q0 38587347 0 0.27490 tag_361_38587347
363 Q0 37444589 0 0.35281 tag_363_37444589
364 Q0 19238 0 0.55022 tag_364_19238
365 Q0 19800147 0 0.30252 tag_365_19800147
366 Q0 13956305 0 0.41378 tag_366_13956305
367 Q0 27099731 0 0.61423 tag_367_27099731
368 Q0 27099731 0 0.63734 tag_368_27099731
369 Q0 9675944 0 0.41558 tag_369_9675944
370 Q0 26702468 0 0.56106 tag_370_26702468
371 Q0 26702468 0 0.56106 tag_371_26702468
372 Q0 10450300 0 0.38510 tag_372_10450300
375 Q0 1522647 0 0.31358 tag_375_1522647
376 Q0 24916604 0 0.30135 tag_376_24916604
377 Q0 14180565 0 0.26050 tag_377_14180565
378 Q0 16398827 0 0.37909 tag_378_16398827
379 Q0 2248870 0 0.33541 tag_379_2248870
381 Q0 275294 0 0.55275 tag_381_275294
382 Q0 15521377 0 0.34616 tag_382_15521377
383 Q0 51972698 0 0.33448 tag_383_51972698
389 Q0 26702468 0 0.30011 tag_389_26702468
390 Q0 26702468 0 0.30011 tag_390_26702468
391 Q0 26702468 0 0.30011 tag_391_26702468
392 Q0 26702468 0 0.27323 tag_392_26702468
393 Q0 26702468 0 0.29440 tag_393_26702468
394 Q0 70455704 0 0.43160 tag_394_70455704
396 Q0 154796494 0 0.42280 tag_396_154796494
397 Q0 154796494 0 0.41719 tag_397_154796494
398 Q0 35987381 0 0.29994 tag_398_35987381
400 Q0 791050 0 0.82988 tag_400_791050
401 Q0 22478394 0 0.26154 tag_401_22478394
403 Q0 27437459 0 0.25146 tag_403_27437459
404 Q0 22478394 0 0.20379 tag_404_22478394
406 Q0 43619625 0 0.38117 tag_406_43619625
407 Q0 29877890 0 0.46644 tag_407_29877890
413 Q0 20937018 0 0.33092 tag_413_20937018
414 Q0 20937018 0 0.56916 tag_414_20937018
416 Q0 20937018 0 0.32540 tag_416_20937018
417 Q0 30351165 0 0.27329 tag_417_30351165
418 Q0 14171859 0 0.44788 tag_418_14171859
420 Q0 9315213 0 0.56153 tag_420_9315213
422 Q0 2417551 0 0.41838 tag_422_2417551
423 Q0 19278208 0 0.41822 tag_423_19278208
425 Q0 33257464 0 0.55413 tag_425_33257464
426 Q0 29429111 0 0.52924 tag_426_29429111
428 Q0 29429111 0 0.50965 tag_428_29429111
429 Q0 14464451 0 0.28128 tag_429_14464451
430 Q0 10993232 0 0.70452 tag_430_10993232
432 Q0 11903247 0 0.42388 tag_432_11903247
434 Q0 21320417 0 0.46297 tag_434_21320417
435 Q0 21320417 0 0.47759 tag_435_21320417
441 Q0 3559136 0 0.44226 tag_441_3559136
444 Q0 17271462 0 0.56740 tag_444_17271462
445 Q0 17271462 0 0.59675 tag_445_17271462
447 Q0 24705390 0 0.66978 tag_447_24705390
448 Q0 24705390 0 0.68736 tag_448_24705390
449 Q0 22547508 0 0.55933 tag_449_22547508
453 Q0 42950029 0 0.39741 tag_453_42950029
454 Q0 38493521 0 0.36821 tag_454_38493521
455 Q0 4162857 0 0.47392 tag_455_4162857
456 Q0 20179918 0 0.47798 tag_456_20179918
458 Q0 597790 0 0.40634 tag_458_597790
461 Q0 14362678 0 0.34927 tag_461_14362678
463 Q0 14434123 0 0.29852 tag_463_14434123
466 Q0 15692098 0 0.39078 tag_466_15692098
469 Q0 21767325 0 0.33514 tag_469_21767325
470 Q0 51706771 0 0.37829 tag_470_51706771
472 Q0 7185591 0 0.46753 tag_472_7185591
473 Q0 20630805 0 0.40808 tag_473_20630805
474 Q0 25643818 0 0.37562 tag_474_25643818
479 Q0 32328114 0 0.35657 tag_479_32328114
480 Q0 32328114 0 0.35450 tag_480_32328114
481 Q0 8093935 0 0.40248 tag_481_8093935
482 Q0 10991183 0 0.45508 tag_482_10991183
483 Q0 7465900 0 0.33545 tag_483_7465900
484 Q0 8267678 0 0.36343 tag_484_8267678
485 Q0 6422576 0 0.56051 tag_485_6422576
486 Q0 8267678 0 0.34797 tag_486_8267678
487 Q0 6422576 0 0.54447 tag_487_6422576
488 Q0 7451018 0 0.37069 tag_488_7451018
489 Q0 1320137 0 0.31956 tag_489_1320137
490 Q0 56893404 0 0.42738 tag_490_56893404
492 Q0 5389523 0 0.33488 tag_492_5389523
493 Q0 14550841 0 0.31090 tag_493_14550841
494 Q0 40971746 0 0.23139 tag_494_40971746
495 Q0 11887584 0 0.37503 tag_495_11887584
498 Q0 11887584 0 0.32944 tag_498_11887584
499 Q0 26064662 0 0.34715 tag_499_26064662
500 Q0 12667988 0 0.30932 tag_500_12667988
504 Q0 38401028 0 0.37060 tag_504_38401028
505 Q0 22703082 0 0.58433 tag_505_22703082
506 Q0 33169058 0 0.28272 tag_506_33169058
509 Q0 25516011 0 0.53895 tag_509_25516011
515 Q0 18988265 0 0.64927 tag_515_18988265
523 Q0 6793674 0 0.38466 tag_523_6793674
524 Q0 6793674 0 0.39156 tag_524_6793674
526 Q0 15491308 0 0.28301 tag_526_15491308
529 Q0 1447990 0 0.40736 tag_529_1447990
530 Q0 17685207 0 0.40097 tag_530_17685207
531 Q0 1447990 0 0.39266 tag_531_1447990
537 Q0 14644164 0 0.32021 tag_537_14644164
541 Q0 16398827 0 0.35383 tag_541_16398827
542 Q0 7968532 0 0.37087 tag_542_7968532
545 Q0 7451018 0 0.38041 tag_545_7451018
547 Q0 10648422 0 0.48025 tag_547_10648422
548 Q0 6070278 0 0.35807 tag_548_6070278
550 Q0 5914739 0 0.31403 tag_550_5914739
553 Q0 1471041 0 0.46892 tag_553_1471041
555 Q0 14692646 0 0.30009 tag_555_14692646
557 Q0 9977329 0 0.31070 tag_557_9977329
559 Q0 31272411 0 0.38547 tag_559_31272411
562 Q0 20101846 0 0.33337 tag_562_20101846
563 Q0 23495058 0 0.29648 tag_563_23495058
564 Q0 23495058 0 0.30538 tag_564_23495058
565 Q0 16120395 0 0.48556 tag_565_16120395
566 Q0 16120395 0 0.48355 tag_566_16120395
568 Q0 13777138 0 0.47830 tag_568_13777138
570 Q0 20333864 0 0.76481 tag_570_20333864
571 Q0 20333864 0 0.71568 tag_571_20333864
572 Q0 9752604 0 0.30831 tag_572_9752604
573 Q0 10300888 0 0.45164 tag_573_10300888
574 Q0 10300888 0 0.44158 tag_574_10300888
576 Q0 20261352 0 0.36161 tag_576_20261352
579 Q0 24408040 0 0.50203 tag_579_24408040
580 Q0 2682251 0 0.28855 tag_580_2682251
582 Q0 14260013 0 0.42408 tag_582_14260013
584 Q0 14260013 0 0.44894 tag_584_14260013
585 Q0 21459247 0 0.31437 tag_585_21459247
588 Q0 2296264 0 0.32542 tag_588_2296264
590 Q0 10984005 0 0.80712 tag_590_10984005
591 Q0 14682243 0 0.58285 tag_591_14682243
592 Q0 14682243 0 0.58285 tag_592_14682243
594 Q0 19675911 0 0.56873 tag_594_19675911
595 Q0 4824840 0 0.36414 tag_595_4824840
600 Q0 42404093 0 0.62211 tag_600_42404093
601 Q0 42404093 0 0.62237 tag_601_42404093
602 Q0 10463997 0 0.32511 tag_602_10463997
603 Q0 5612738 0 0.31148 tag_603_5612738
606 Q0 3882374 0 0.29555 tag_606_3882374
607 Q0 30639847 0 0.37567 tag_607_30639847
609 Q0 4423203 0 0.34717 tag_609_4423203
610 Q0 4423203 0 0.32762 tag_610_4423203
611 Q0 18450716 0 0.32815 tag_611_18450716
612 Q0 9638032 0 0.69924 tag_612_9638032
614 Q0 9638032 0 0.65894 tag_614_9638032
615 Q0 9638032 0 0.60366 tag_615_9638032
616 Q0 17911973 0 0.32626 tag_616_17911973
617 Q0 17911973 0 0.35187 tag_617_17911973
618 Q0 24541180 0 0.39391 tag_618_24541180
620 Q0 5500086 0 0.31058 tag_620_5500086
621 Q0 1642727 0 0.35850 tag_621_1642727
622 Q0 22843838 0 0.40656 tag_622_22843838
624 Q0 16826810 0 0.51002 tag_624_16826810
625 Q0 16826810 0 0.44481 tag_625_16826810
626 Q0 16355392 0 0.35576 tag_626_16355392
631 Q0 33370 0 0.29684 tag_631_33370
632 Q0 5172048 0 0.31275 tag_632_5172048
633 Q0 5172048 0 0.40985 tag_633_5172048
635 Q0 1686997 0 0.63434 tag_635_1686997
638 Q0 31019903 0 0.44876 tag_638_31019903
640 Q0 40900567 0 0.41393 tag_640_40900567
642 Q0 22530842 0 0.42693 tag_642_22530842
643 Q0 1070920 0 0.48981 tag_643_1070920
645 Q0 11705328 0 0.57284 tag_645_11705328
646 Q0 11705328 0 0.56508 tag_646_11705328
647 Q0 25104843 0 0.36798 tag_647_25104843
648 Q0 15041758 0 0.33554 tag_648_15041758
650 Q0 14319754 0 0.35328 tag_650_14319754
651 Q0 10559501 0 0.57150 tag_651_10559501
652 Q0 10559501 0 0.55641 tag_652_10559501
653 Q0 6853699 0 0.64550 tag_653_6853699
654 Q0 8305686 0 0.32077 tag_654_8305686
655 Q0 8305686 0 0.31730 tag_655_8305686
657 Q0 6422576 0 0.33752 tag_657_6422576
658 Q0 5293024 0 0.36004 tag_658_5293024
661 Q0 40901687 0 0.38314 tag_661_40901687
662 Q0 40901687 0 0.41835 tag_662_40901687
663 Q0 2359152 0 0.30247 tag_663_2359152
665 Q0 34735369 0 0.37901 tag_665_34735369
666 Q0 41925568 0 0.29009 tag_666_41925568
667 Q0 14386505 0 0.83706 tag_667_14386505
668 Q0 14386505 0 0.62650 tag_668_14386505
669 Q0 20344442 0 0.56940 tag_669_20344442
670 Q0 25928548 0 0.31535 tag_670_25928548
671 Q0 25928548 0 0.32821 tag_671_25928548
672 Q0 9993008 0 0.40400 tag_672_9993008
673 Q0 5612738 0 0.31793 tag_673_5612738
676 Q0 14893425 0 0.45589 tag_676_14893425
677 Q0 14893425 0 0.47044 tag_677_14893425
679 Q0 12149169 0 0.53843 tag_679_12149169
680 Q0 21232018 0 0.40905 tag_680_21232018
681 Q0 17421851 0 0.54710 tag_681_17421851
682 Q0 3623127 0 0.35156 tag_682_3623127
683 Q0 17421851 0 0.48242 tag_683_17421851
685 Q0 34747208 0 0.56087 tag_685_34747208
686 Q0 34747208 0 0.35582 tag_686_34747208
687 Q0 34747208 0 0.47127 tag_687_34747208
688 Q0 34747208 0 0.56255 tag_688_34747208
689 Q0 15491308 0 0.32234 tag_689_15491308
694 Q0 1071991 0 0.82397 tag_694_1071991
696 Q0 14753395 0 0.39768 tag_696_14753395
698 Q0 15692098 0 0.46081 tag_698_15692098
703 Q0 20402596 0 0.38245 tag_703_20402596
704 Q0 18276599 0 0.43694 tag_704_18276599
705 Q0 22442133 0 0.62968 tag_705_22442133
709 Q0 22442133 0 0.63867 tag_709_22442133
710 Q0 22442133 0 0.61731 tag_710_22442133
713 Q0 16550075 0 0.27174 tag_713_16550075
714 Q0 16550075 0 0.31260 tag_714_16550075
717 Q0 18895793 0 0.45567 tag_717_18895793
724 Q0 5531479 0 0.49664 tag_724_5531479
726 Q0 25148216 0 0.56099 tag_726_25148216
730 Q0 8548635 0 0.45518 tag_730_8548635
732 Q0 25148216 0 0.33271 tag_732_25148216
733 Q0 25148216 0 0.33271 tag_733_25148216
734 Q0 4961038 0 0.60609 tag_734_4961038
736 Q0 13573143 0 0.33364 tag_736_13573143
737 Q0 6609935 0 0.45941 tag_737_6609935
738 Q0 6609935 0 0.47892 tag_738_6609935
739 Q0 47240151 0 0.35883 tag_739_47240151
740 Q0 23078022 0 0.54948 tag_740_23078022
745 Q0 21307488 0 0.75220 tag_745_21307488
746 Q0 21307488 0 0.80535 tag_746_21307488
747 Q0 21307488 0 0.46005 tag_747_21307488
748 Q0 21307488 0 0.49115 tag_748_21307488
749 Q0 14171859 0 0.45315 tag_749_14171859
751 Q0 14692646 0 0.40656 tag_751_14692646
752 Q0 19800147 0 0.32568 tag_752_19800147
753 Q0 2264455 0 0.42473 tag_753_2264455
755 Q0 7451018 0 0.43110 tag_755_7451018
757 Q0 33499189 0 0.33761 tag_757_33499189
758 Q0 3095620 0 0.37560 tag_758_3095620
760 Q0 1805641 0 0.54509 tag_760_1805641
761 Q0 45414636 0 0.32632 tag_761_45414636
762 Q0 35087728 0 0.38546 tag_762_35087728
764 Q0 4345757 0 0.44952 tag_764_4345757
765 Q0 4345757 0 0.42728 tag_765_4345757
766 Q0 4345757 0 0.42728 tag_766_4345757
767 Q0 11630388 0 0.29562 tag_767_11630388
771 Q0 15476777 0 0.39722 tag_771_15476777
772 Q0 10450300 0 0.35533 tag_772_10450300
774 Q0 13025574 0 0.28245 tag_774_13025574
776 Q0 13025574 0 0.30227 tag_776_13025574
777 Q0 13025574 0 0.33045 tag_777_13025574
778 Q0 41120293 0 0.58571 tag_778_41120293
779 Q0 41120293 0 0.42948 tag_779_41120293
780 Q0 8246922 0 0.57081 tag_780_8246922
782 Q0 43014661 0 0.34183 tag_782_43014661
787 Q0 4740447 0 0.40619 tag_787_4740447
788 Q0 4740447 0 0.44634 tag_788_4740447
789 Q0 22647695 0 0.53571 tag_789_22647695
790 Q0 22647695 0 0.34982 tag_790_22647695
791 Q0 14566771 0 0.40577 tag_791_14566771
792 Q0 3610080 0 0.34410 tag_792_3610080
795 Q0 4399311 0 0.43600 tag_795_4399311
797 Q0 4399311 0 0.39547 tag_797_4399311
798 Q0 5094468 0 0.51024 tag_798_5094468
799 Q0 5293024 0 0.36930 tag_799_5293024
801 Q0 22180793 0 0.78791 tag_801_22180793
802 Q0 22180793 0 0.66265 tag_802_22180793
803 Q0 22180793 0 0.82165 tag_803_22180793
804 Q0 22180793 0 0.66316 tag_804_22180793
807 Q0 36606083 0 0.32507 tag_807_36606083
810 Q0 22186938 0 0.26248 tag_810_22186938
812 Q0 39174007 0 0.22400 tag_812_39174007
813 Q0 12948892 0 0.28634 tag_813_12948892
815 Q0 45143088 0 0.33025 tag_815_45143088
816 Q0 35345807 0 0.32741 tag_816_35345807
817 Q0 35467590 0 0.35898 tag_817_35467590
818 Q0 21257564 0 0.30894 tag_818_21257564
822 Q0 15319019 0 0.44668 tag_822_15319019
825 Q0 15319019 0 0.44257 tag_825_15319019
826 Q0 33960383 0 0.31299 tag_826_33960383
828 Q0 2831620 0 0.40756 tag_828_2831620
835 Q0 24998637 0 0.45300 tag_835_24998637
838 Q0 2423940 0 0.43385 tag_838_2423940
840 Q0 15663829 0 0.43148 tag_840_15663829
841 Q0 15663829 0 0.47680 tag_841_15663829
844 Q0 29399239 0 0.47466 tag_844_29399239
846 Q0 10450300 0 0.31018 tag_846_10450300
848 Q0 14500725 0 0.62286 tag_848_14500725
853 Q0 10450300 0 0.34575 tag_853_10450300
854 Q0 12206390 0 0.37809 tag_854_12206390
855 Q0 8190282 0 0.75244 tag_855_8190282
856 Q0 6407356 0 0.44797 tag_856_6407356
857 Q0 28107602 0 0.41769 tag_857_28107602
858 Q0 31200375 0 0.38101 tag_858_31200375
860 Q0 38830961 0 0.34621 tag_860_38830961
861 Q0 38830961 0 0.35639 tag_861_38830961
863 Q0 16790253 0 0.40301 tag_863_16790253
866 Q0 37822406 0 0.41933 tag_866_37822406
867 Q0 14340571 0 0.42543 tag_867_14340571
871 Q0 37029185 0 0.44689 tag_871_37029185
876 Q0 37029185 0 0.39341 tag_876_37029185
877 Q0 6955746 0 0.26824 tag_877_6955746
881 Q0 6793674 0 0.32249 tag_881_6793674
883 Q0 6793674 0 0.32249 tag_883_6793674
884 Q0 12709184 0 0.38537 tag_884_12709184
885 Q0 6477536 0 0.69246 tag_885_6477536
886 Q0 6477536 0 0.69246 tag_886_6477536
890 Q0 4561402 0 0.38930 tag_890_4561402
891 Q0 42387637 0 0.24038 tag_891_42387637
893 Q0 13509809 0 0.73338 tag_893_13509809
894 Q0 58050905 0 0.34196 tag_894_58050905
895 Q0 36653415 0 0.45708 tag_895_36653415
896 Q0 18988265 0 0.27364 tag_896_18988265
897 Q0 57574395 0 0.43554 tag_897_57574395
898 Q0 43880096 0 0.42758 tag_898_43880096
899 Q0 43880096 0 0.41897 tag_899_43880096
900 Q0 11291348 0 0.37040 tag_900_11291348
901 Q0 11868606 0 0.29237 tag_901_11868606
902 Q0 10648422 0 0.46091 tag_902_10648422
908 Q0 6923961 0 0.48422 tag_908_6923961
909 Q0 10017612 0 0.33834 tag_909_10017612
910 Q0 10017612 0 0.32740 tag_910_10017612
912 Q0 33507866 0 0.32304 tag_912_33507866
916 Q0 87337034 0 0.35091 tag_916_87337034
917 Q0 34071621 0 0.38314 tag_917_34071621
919 Q0 16422880 0 0.53729 tag_919_16422880
923 Q0 17077004 0 0.68517 tag_923_17077004
925 Q0 17077004 0 0.56880 tag_925_17077004
926 Q0 9167230 0 0.26880 tag_926_9167230
927 Q0 9167230 0 0.26880 tag_927_9167230
928 Q0 18174210 0 0.42320 tag_928_18174210
929 Q0 18174210 0 0.44038 tag_929_18174210
930 Q0 16056514 0 0.48901 tag_930_16056514
933 Q0 14711483 0 0.37053 tag_933_14711483
934 Q0 8563659 0 0.28304 tag_934_8563659
935 Q0 5483793 0 0.33383 tag_935_5483793
